counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
4410 ; 1560350355 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18118430899 ; 0 ; 48.338170125 ; -4.66109194667 ; -2265.93169326 ; 6320.22233492 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.29383127159 ; 0 ; 0 ; 0 ; 0.0421492577564 ; 0 ; -3.30965035342 ; 1560350355 ;
4411 ; 1560350356 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17318012045 ; 0 ; 48.338171345 ; -4.661113495 ; -2267.52438222 ; 6320.35799273 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.15806939639 ; 0 ; 0 ; 0 ; 0.0454063345439 ; 0 ; -3.30292180319 ; 1560350356 ;
4412 ; 1560350357 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1753134899 ; 0 ; 48.3381708533 ; -4.66113637333 ; -2269.21545413 ; 6320.30332189 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.21262926003 ; 0 ; 0 ; 0 ; 0.0454593269799 ; 0 ; -3.30562846127 ; 1560350357 ;
4413 ; 1560350358 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17010404394 ; 0 ; 48.33817128 ; -4.66115798 ; -2270.81249003 ; 6320.35076506 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.16508082068 ; 0 ; 0 ; 0 ; 0.046899824048 ; 0 ; -3.30326931462 ; 1560350358 ;
4414 ; 1560350359 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18253101633 ; 0 ; 48.3381720533 ; -4.66117849667 ; -2272.3289432 ; 6320.4367558 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.07898969995 ; 0 ; 0 ; 0 ; 0.0413338200816 ; 0 ; -3.29899042475 ; 1560350359 ;
4415 ; 1560350360 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19052137659 ; 0 ; 48.3381729883 ; -4.66119900833 ; -2273.84501954 ; 6320.54072306 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.97492168657 ; 0 ; 0 ; 0 ; 0.0351060892463 ; 0 ; -3.2938051978 ; 1560350360 ;
4416 ; 1560350361 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17000128554 ; 0 ; 48.3381743283 ; -4.66122009833 ; -2275.4038252 ; 6320.68972426 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.82581646368 ; 0 ; 0 ; 0 ; 0.0396522117316 ; 0 ; -3.28635222942 ; 1560350361 ;
4417 ; 1560350362 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17477537916 ; 0 ; 48.33817503 ; -4.66124183833 ; -2277.01070398 ; 6320.76774603 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.74768701522 ; 0 ; 0 ; 0 ; 0.0384238351776 ; 0 ; -3.28243595924 ; 1560350362 ;
4418 ; 1560350363 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15223933981 ; 0 ; 48.3381755833 ; -4.6612637 ; -2278.62658233 ; 6320.82927389 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.68605041737 ; 0 ; 0 ; 0 ; 0.0435402937426 ; 0 ; -3.27934122316 ; 1560350363 ;
4419 ; 1560350364 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16180230902 ; 0 ; 48.3381757283 ; -4.66128534667 ; -2280.2265872 ; 6320.84539715 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.66981902998 ; 0 ; 0 ; 0 ; 0.0401614456469 ; 0 ; -3.27852530977 ; 1560350364 ;
4420 ; 1560350365 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13973178194 ; 0 ; 48.3381754733 ; -4.66130699333 ; -2281.82660997 ; 6320.81704245 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.69806516264 ; 0 ; 0 ; 0 ; 0.0493730866828 ; 0 ; -3.27994420538 ; 1560350365 ;
4421 ; 1560350366 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13644434736 ; 0 ; 48.3381746817 ; -4.6613284 ; -2283.40891721 ; 6320.72901313 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.7859866661 ; 0 ; 0 ; 0 ; 0.0513690735685 ; 0 ; -3.2843553924 ; 1560350366 ;
4422 ; 1560350367 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.138574975 ; 0 ; 48.3381747167 ; -4.66134904667 ; -2284.93501211 ; 6320.73290495 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.78199043777 ; 0 ; 0 ; 0 ; 0.0505752221826 ; 0 ; -3.2841548115 ; 1560350367 ;
4423 ; 1560350368 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15195001887 ; 0 ; 48.3381747617 ; -4.66137060167 ; -2286.52824595 ; 6320.73790873 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.77687722864 ; 0 ; 0 ; 0 ; 0.0470328098026 ; 0 ; -3.28389820198 ; 1560350368 ;
4424 ; 1560350369 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14839686678 ; 0 ; 48.33817472 ; -4.66139147 ; -2288.07072876 ; 6320.7332756 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.78140397556 ; 0 ; 0 ; 0 ; 0.0486165137305 ; 0 ; -3.28412486021 ; 1560350369 ;
4425 ; 1560350370 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14537216948 ; 0 ; 48.3381753883 ; -4.66141181833 ; -2289.57474394 ; 6320.80759088 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.70698456839 ; 0 ; 0 ; 0 ; 0.0478551191358 ; 0 ; -3.28039078562 ; 1560350370 ;
4426 ; 1560350371 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14855005072 ; 0 ; 48.33817567 ; -4.66143191667 ; -2291.06029773 ; 6320.83891078 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.67556142155 ; 0 ; 0 ; 0 ; 0.0450372602204 ; 0 ; -3.2788119901 ; 1560350371 ;
4427 ; 1560350372 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14284731672 ; 0 ; 48.3381754433 ; -4.66145377667 ; -2292.67608779 ; 6320.8137066 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.70065286942 ; 0 ; 0 ; 0 ; 0.0476285624004 ; 0 ; -3.28007225988 ; 1560350372 ;
4428 ; 1560350373 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13805105017 ; 0 ; 48.3381746217 ; -4.66147601333 ; -2294.31974592 ; 6320.72234144 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.79190288484 ; 0 ; 0 ; 0 ; 0.050824802674 ; 0 ; -3.28464998404 ; 1560350373 ;
4429 ; 1560350374 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14453639315 ; 0 ; 48.3381741533 ; -4.66149871833 ; -2295.99800501 ; 6320.67026515 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.84386110958 ; 0 ; 0 ; 0 ; 0.0499577982208 ; 0 ; -3.28725197866 ; 1560350374 ;
4430 ; 1560350375 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1275364332 ; 0 ; 48.3381736883 ; -4.66152011333 ; -2297.57943545 ; 6320.6185595 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.8954550405 ; 0 ; 0 ; 0 ; 0.0566988918706 ; 0 ; -3.28983248244 ; 1560350375 ;
4431 ; 1560350376 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15008904265 ; 0 ; 48.3381735033 ; -4.66154070333 ; -2299.10135179 ; 6320.59798844 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.91591817979 ; 0 ; 0 ; 0 ; 0.0489896690665 ; 0 ; -3.29085489007 ; 1560350376 ;
4432 ; 1560350377 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13714744375 ; 0 ; 48.3381741017 ; -4.66156063667 ; -2300.57469533 ; 6320.66452007 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.84928167937 ; 0 ; 0 ; 0 ; 0.0527152055402 ; 0 ; -3.28752246764 ; 1560350377 ;
4433 ; 1560350378 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13433625029 ; 0 ; 48.3381737783 ; -4.66158264667 ; -2302.20157709 ; 6320.62856705 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.88511846634 ; 0 ; 0 ; 0 ; 0.0540071608002 ; 0 ; -3.28931488361 ; 1560350378 ;
4434 ; 1560350379 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.13985885904 ; 0 ; 48.338173565 ; -4.661604185 ; -2303.79359069 ; 6320.60484546 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.90872584982 ; 0 ; 0 ; 0 ; 0.0519270398071 ; 0 ; -3.29049467424 ; 1560350379 ;
4435 ; 1560350380 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14949585722 ; 0 ; 48.3381736667 ; -4.66162497833 ; -2305.33052346 ; 6320.61615028 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.89731035708 ; 0 ; 0 ; 0 ; 0.0504095089526 ; 0 ; -3.28992385879 ; 1560350380 ;
4436 ; 1560350381 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14789714144 ; 0 ; 48.3381728867 ; -4.66164697 ; -2306.95607081 ; 6320.52941824 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.9839248932 ; 0 ; 0 ; 0 ; 0.0511902959606 ; 0 ; -3.29424847077 ; 1560350381 ;
4437 ; 1560350382 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15468158053 ; 0 ; 48.3381730083 ; -4.661668045 ; -2308.51382205 ; 6320.54294695 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.97028313065 ; 0 ; 0 ; 0 ; 0.0472611709792 ; 0 ; -3.29356765315 ; 1560350382 ;
4438 ; 1560350383 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18329359816 ; 0 ; 48.3381725767 ; -4.66168851667 ; -2310.02700303 ; 6320.49494781 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 3.01817205548 ; 0 ; 0 ; 0 ; 0.039826402795 ; 0 ; -3.29595536213 ; 1560350383 ;
4439 ; 1560350384 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19581665323 ; 0 ; 48.33817323 ; -4.661708815 ; -2311.52732292 ; 6320.56759516 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.9454150172 ; 0 ; 0 ; 0 ; 0.0350795104142 ; 0 ; -3.29232592652 ; 1560350384 ;
4440 ; 1560350385 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19958235548 ; 0 ; 48.33817298 ; -4.66172952833 ; -2313.05835844 ; 6320.53979643 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.97310141101 ; 0 ; 0 ; 0 ; 0.0321271810669 ; 0 ; -3.2937074656 ; 1560350385 ;
4441 ; 1560350386 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18391348646 ; 0 ; 48.3381732767 ; -4.66175117 ; -2314.65798684 ; 6320.57278426 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.93999577081 ; 0 ; 0 ; 0 ; 0.0367834689572 ; 0 ; -3.29205479019 ; 1560350386 ;
4442 ; 1560350387 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18759085463 ; 0 ; 48.33817309 ; -4.66177330833 ; -2316.29434824 ; 6320.55202787 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.9606311731 ; 0 ; 0 ; 0 ; 0.0360896510105 ; 0 ; -3.29308463353 ; 1560350387 ;
4443 ; 1560350388 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17005206869 ; 0 ; 48.3381733567 ; -4.66179543167 ; -2317.92958033 ; 6320.58167985 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.93085781764 ; 0 ; 0 ; 0 ; 0.0438992056212 ; 0 ; -3.29159786967 ; 1560350388 ;
4444 ; 1560350389 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15671719835 ; 0 ; 48.3381743967 ; -4.66181681 ; -2319.5097106 ; 6320.69732258 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.81509735901 ; 0 ; 0 ; 0 ; 0.0454541015248 ; 0 ; -3.28580762319 ; 1560350389 ;
4445 ; 1560350390 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17392768191 ; 0 ; 48.3381742667 ; -4.66183795167 ; -2321.07240088 ; 6320.68286724 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.82943583513 ; 0 ; 0 ; 0 ; 0.0400566642208 ; 0 ; -3.28652540421 ; 1560350390 ;
4446 ; 1560350391 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1664936714 ; 0 ; 48.3381747667 ; -4.66185877667 ; -2322.61165609 ; 6320.7384647 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.77372283489 ; 0 ; 0 ; 0 ; 0.0406688026336 ; 0 ; -3.28373368926 ; 1560350391 ;
4447 ; 1560350392 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17364312933 ; 0 ; 48.33817517 ; -4.66187940667 ; -2324.13650226 ; 6320.78331332 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.72875935026 ; 0 ; 0 ; 0 ; 0.0379945821242 ; 0 ; -3.28147786206 ; 1560350392 ;
4448 ; 1560350393 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18893851565 ; 0 ; 48.338175675 ; -4.66190153667 ; -2325.77221613 ; 6320.83946676 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.67248223722 ; 0 ; 0 ; 0 ; 0.031015266594 ; 0 ; -3.27865112299 ; 1560350393 ;
4449 ; 1560350394 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18569220827 ; 0 ; 48.3381754917 ; -4.66192414667 ; -2327.44344054 ; 6320.81908102 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.69274113094 ; 0 ; 0 ; 0 ; 0.033659783373 ; 0 ; -3.27966873252 ; 1560350394 ;
4450 ; 1560350395 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18713154123 ; 0 ; 48.3381756133 ; -4.66194599333 ; -2329.05822932 ; 6320.83260974 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.67908938508 ; 0 ; 0 ; 0 ; 0.0310332653303 ; 0 ; -3.27898257057 ; 1560350395 ;
4451 ; 1560350396 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18693746851 ; 0 ; 48.33817637 ; -4.66196602333 ; -2330.53871032 ; 6320.91674723 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.59483868768 ; 0 ; 0 ; 0 ; 0.031024644663 ; 0 ; -3.27474472617 ; 1560350396 ;
4452 ; 1560350397 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16562988089 ; 0 ; 48.33817641 ; -4.66198787 ; -2332.15350281 ; 6320.92119503 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.5902669793 ; 0 ; 0 ; 0 ; 0.0371333357743 ; 0 ; -3.2745142657 ; 1560350397 ;
4453 ; 1560350398 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.16270603464 ; 0 ; 48.338177225 ; -4.66200960333 ; -2333.75988279 ; 6321.0118189 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.49951938912 ; 0 ; 0 ; 0 ; 0.0381353654939 ; 0 ; -3.26994021702 ; 1560350398 ;
4454 ; 1560350399 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17520262526 ; 0 ; 48.3381777183 ; -4.66203053667 ; -2335.30714553 ; 6321.06667506 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.44454362569 ; 0 ; 0 ; 0 ; 0.0322698062156 ; 0 ; -3.26716472589 ; 1560350399 ;
4455 ; 1560350400 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17841793822 ; 0 ; 48.3381786483 ; -4.66205191833 ; -2336.88752674 ; 6321.17008634 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.34100974631 ; 0 ; 0 ; 0 ; 0.0294135455089 ; 0 ; -3.26192925777 ; 1560350400 ;
4456 ; 1560350401 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18170704172 ; 0 ; 48.3381783583 ; -4.66207403 ; -2338.52192173 ; 6321.13783981 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.3731290279 ; 0 ; 0 ; 0 ; 0.0283045697688 ; 0 ; -3.2635542804 ; 1560350401 ;
4457 ; 1560350402 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.19259800242 ; 0 ; 48.3381788417 ; -4.66209604167 ; -2340.14888975 ; 6321.19158403 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.31925767194 ; 0 ; 0 ; 0 ; 0.0249560720913 ; 0 ; -3.26082737321 ; 1560350402 ;
4458 ; 1560350403 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18862189577 ; 0 ; 48.3381785417 ; -4.66211735333 ; -2341.72415329 ; 6321.15822555 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.35249260953 ; 0 ; 0 ; 0 ; 0.0255464740808 ; 0 ; -3.26250958688 ; 1560350403 ;
4459 ; 1560350404 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.18158771322 ; 0 ; 48.3381788433 ; -4.66213876 ; -2343.30641111 ; 6321.19176935 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.3188242726 ; 0 ; 0 ; 0 ; 0.0271123386778 ; 0 ; -3.26080486825 ; 1560350404 ;
4460 ; 1560350405 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.17006744669 ; 0 ; 48.3381795067 ; -4.66216047833 ; -2344.91168909 ; 6321.26552865 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.24493817473 ; 0 ; 0 ; 0 ; 0.0294505406073 ; 0 ; -3.25706011598 ; 1560350405 ;
4461 ; 1560350406 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1525958948 ; 0 ; 48.3381800017 ; -4.6621816 ; -2346.47287222 ; 6321.32057014 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.18977293558 ; 0 ; 0 ; 0 ; 0.0353573386029 ; 0 ; -3.2542605924 ; 1560350406 ;
4462 ; 1560350407 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.14326288031 ; 0 ; 48.3381804233 ; -4.66220322333 ; -2348.07113933 ; 6321.36745734 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.14275860693 ; 0 ; 0 ; 0 ; 0.0381655996938 ; 0 ; -3.25187233696 ; 1560350407 ;
4463 ; 1560350408 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.15334357546 ; 0 ; 48.3381806567 ; -4.66222404167 ; -2349.60991361 ; 6321.39340282 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.11669029575 ; 0 ; 0 ; 0 ; 0.0333409309303 ; 0 ; -3.25054708558 ; 1560350408 ;
4464 ; 1560350409 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.1159857683 ; 0 ; 48.3381813967 ; -4.66224445333 ; -2351.11860577 ; 6321.47568706 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.03428521752 ; 0 ; 0 ; 0 ; 0.0446090821682 ; 0 ; -3.24635424066 ; 1560350409 ;
4465 ; 1560350410 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.12975491808 ; 0 ; 48.3381811817 ; -4.66226578333 ; -2352.69522049 ; 6321.45178016 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.05806542607 ; 0 ; 0 ; 0 ; 0.0413764590248 ; 0 ; -3.24756448457 ; 1560350410 ;
4466 ; 1560350411 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; -3.10554148482 ; 0 ; 48.3381807133 ; -4.66228725 ; -2354.28194861 ; 6321.39970386 ; -1346.29800286 ; 6323.50152651 ; -2446.41135109 ; 6323.50152651 ; 0 ; 0 ; 0 ; 2.11001376389 ; 0 ; 0 ; 0 ; 0.0507667951061 ; 0 ; -3.25020680901 ; 1560350411 ;
